address,classification,details,fone,link,name,position,link_problem,has_instagram,has_facebook,facebook_link,instagram_link
"Av. Cel. Marcos Konder, 805",,Clínica odontológica, (47) 3045-5000 · ,http://www.uniodonto-sc.com.br/escritorio-itajai.php,Uniodonto Santa Catarina-Itajaí,18,,True,True,https://www.facebook.com/uniodontosc,https://www.instagram.com/uniodontosc/
"R. Dr. Nereu Ramos, 146","4,4",Clínica odontológica, (47) 3348-1777 · ,,Odontopoliclínica,19,,,,,
"Av. Sete de Setembro, 696","4,8",Clínica odontológica, (47) 3045-8700 · ,http://oralsinitajai.com.br/,Oral Sin Implantes Itajaí,20,,False,True,https://www.facebook.com/oralsinitajaisc,
"Av. Itaipava, 3050 - Sala 03","5,0",Clínica odontológica, (47) 3349-1009 · ,https://www.facebook.com/dentalleodontologiaitajai/,Dentalle Clínica Odontológica,22,,True,True,https://web.facebook.com/help/cookies?ref_type=sitefooter,
"Av. Cel. Marcos Konder, 1313 - Sala 704","5,0",Clínica odontológica, (47) 3045-3510 · ,,Dentista Itajaí - Laudares Odontologia,40,,,,,
"R. Brusque, 553 - Sala 5","4,4",Clínica odontológica, (47) 3348-4315 · ,,Unifix,41,,,,,
"R. Juca Cesário, 89","5,0",Clínica odontológica, (47) 2125-0293 · ,http://www.clinicadoutoravivian.com/,Dra. Vivian Ribeiro Nascimento,42,,False,True,,
"R. Cônego Tomás Fontes, 363","4,4",Clínica odontológica, (47) 3348-8795 · ,http://prooral.com.br/,Pró - Oral Odonto,43,True,,,,
"R. Estefano José Vanolli, 341","3,0",Clínica odontológica, (47) 3048-1414 · ,http://www.instagram.com/domsorrisoitajai,Dom Sorriso Itajaí - Centro Odontológico,47,,True,False,,
"R. Hercílio Luz, 540","1,0",Clínica odontológica, (47) 3345-3200 · ,http://clinicasuniao.com.br/,Central Consultório Odontológico,48,,False,False,,
"R. Joinville, 419","5,0",Clínica odontológica, (47) 3045-1777 · ,,Royale Odontologia e Estetica,49,,,,,
"R. Hercílio Luz, 596 - sala 102","4,4",Dentista, (47) 3248-1972 · ,http://www.atmdentistas.com.br/,ATM Dentistas,50,True,,,,
"R. Estefano José Vanolli, 600","3,8",Clínica odontológica, (47) 3344-4805 · ,http://www.espacoorto.com.br/,Espaço Orto Itajaí,51,,True,True,https://www.facebook.com/espacoortoitajai,https://www.instagram.com/espacoortoitajai/
"Av. João Sacavem, 114 - 1 andar","5,0",Clínica odontológica, (47) 3348-5039 · ,http://www.ortobomodontologia.com.br/,Ortobom Odontologia,52,,False,True,,
"Av. Sete de Setembro, número 1439 - Sala 101","2,8",Clínica odontológica, (47) 3083-3341 · ,,Ellus Odontologia Integrada,53,,,,,
"Rua XV de Novembro, 426","3,0",Clínica odontológica, (47) 3348-4799 · ,,Od Odontologia,54,,,,,
"r, R. Brusque, 219","4,6",Clínica odontológica, (47) 3349-9774 · ,,Dental Nova América - Itajaí,55,,,,,
"Av. Sete de Setembro, 235","4,0",Clínica odontológica, (47) 3045-1259 · ,,B F Clínica de Ortodontia,56,,,,,
"Rua Gustavo Bernedt, 1101","5,0",Clínica odontológica, (47) 3048-0651 · ,https://instagram.com/lespaceitajai?igshid=1slcj44nwsui0,L'espace Itajaí Odontologia Especializada,57,,True,False,,
"R. Dr. Nereu Ramos, nº 197 - Sala 806","5,0",Clínica odontológica, (47) 99916-0487 · ,https://linktr.ee/consultacamilamartins,Camila Martins Clínica Odontológica,58,True,,,,
"R. Reinaldo de Brito, 89","3,1",Clínica odontológica, (47) 3046-1242 · ,,Sorriso Especial,59,,,,,
"R. Estefano José Vanolli, 835","2,8",Clínica odontológica, (47) 3246-2778 · ,,Dr. Eduardo Terres Consultorio Odontologico,60,,,,,
"R. Lauro Muller, 1114","4,2",Clínica odontológica, (47) 3344-4537 · ,,Vitaclin,61,,,,,
"R. Dr. Pedro Ferreira, 35","5,0",Dentista, (47) 3045-3510 · ,,Clinica Odontológica Dr.Roberto C.Barras Jr.,62,,,,,
Rua João Bauer,"3,0",Clínica odontológica, (47) 3348-9542 · ,,Harmonie Odontologia e Saúde Estética,63,,,,,
"Rua Laguna, 242 - Sala 901 - 9º andar Edifício Espaço Empresarial Fazenda Itajaí SC 88301-460 BR","5,0",Clínica odontológica, (47) 3045-7580 · ,,RECRIAR Odontologia Especializada,64,,,,,
"Riviera Business Mall, Av. Osvaldo Reis, 3281 - 803","3,9",Clínica odontológica, (47) 99991-5380 · ,https://www.soulbrava.com.br/,Soul Brava Clinica,66,,True,True,https://www.facebook.com/soulbravaclinica/,https://www.instagram.com/soul_brava/
"Av. Brasil, 2154 - sala 01","3,8",Cirurgião dentista, (47) 3367-5723 · ,/aclk?sa=l&ai=DChcSEwibjpb7qdjrAhUJD5EKHWl8D64YABABGgJjZQ&sig=AOD64_0dV81NmVgo7qcRE9i52njOLmWGpQ&adurl&q&ctype=99,FSgarioni Odontologia,68,True,,,,
"R. 13 de Maio, 21B","5,0",Clínica odontológica, (47) 99723-8373 · ,http://www.facebook.com/andrefreitasodontologia/,André Freitas Odontologia,69,,True,True,https://web.facebook.com/help/cookies?ref_type=sitefooter,
"R. Félix Malburg, 213","5,0",Clínica odontológica, (47) 98832-8388 · ,,Belfort OrtoImplantes,70,,,,,
"R. Lauro Muller, 222","4,8",Clínica odontológica, (47) 3348-7273 · ,,Dra. Gisele Nair Leite,71,,,,,
"R. Felipe Reiser, 678","1,0",Clínica odontológica, (47) 3348-8470 · ,,Dental alianca,72,,,,,
"R. Alm. Barroso, 267","5,0",Clínica odontológica, (47) 3046-1218 · ,,KS Ortho Clinic,73,,,,,
"R. Aderbal Ramos da Silva, 123","3,8",Centro médico, (47) 3348-1690 · ,http://www.clinte.com.br/,Clinte Clínica de Tratamento Especializado,74,True,,,,
"R. Hercílio Luz, 249 - Sala 101","2,8",Dentista, (47) 3045-7472 · ,,Eydental Buticão Centro Odontológico,75,,,,,
"Av. Cel. Marcos Konder, 1207 - sala 96","5,0",Clínica odontológica, (47) 3348-4704 · ,http://www.dramorganacustodio.com.br/,Dra. Morgana Custódio,76,,True,True,http://www.facebook.com/dramorganacustodio,https://www.instagram.com/dramorganacustodio
"R. Camboriú, 26","4,1",Radiologia odontológica, (47) 3348-6307 · ,http://www.clinicadiagnostica.com.br/,Clínica de Radiologia Odontológica Diagnóstica,77,,False,False,,
"R. Alm. Barroso, 459","4,0",Clínica odontológica, (47) 3344-5139 · ,,Dra. Andrea Gonçalves Zanon,78,,,,,
"R. Felipe Schmidt, 384","5,0",Dentista, (47) 3348-6387 · ,,Ortomais Odontologia,80,,,,,
"Rua João Bauer, 180","3,1",Dentista, (47) 3045-7472 · ,,EDENTAL Odontologia,81,,,,,
"R. Dr. José Bonifácio Malburg, 505","5,0",Clínica odontológica, (47) 3348-5775 · ,,Dr. Nelson Luiz Melo Jr. / Dra. Bruna Cesar Melo,82,,,,,
"Rua João Bauer, 335","5,0",Clínica odontológica, (47) 3045-3510 · ,http://www.dradanieladentista.com.br/,Dra Daniela Petrovcic - Odontologia Especializada,84,True,,,,
"R. Dr. Nereu Ramos, 197 - sala 1301","3,0",Clínica odontológica, (47) 3045-1060 · ,http://www.odontoitajai.com.br/,Odontoitajaí - Dr. Lucas Bernhardt da Cruz & Dra. Vivian Cruz,85,,True,True,https://www.facebook.com/odontoitajai/,https://www.instagram.com/odontoitajai/
"R. Luiz Berlim, nº 12 - sala 02","5,0",Clínica odontológica, (47) 2033-6857 · ,https://www.instagram.com/moraesmezadriodontologia/,Moraes Mezadri Odontologia,86,,True,False,,
"R. Alm. Barroso, 700","5,0",Clínica odontológica, (47) 3348-9488 · ,https://www.facebook.com/drmarciolivieriodontologia,Dr. Marcio Olivieri - Odontologia,87,,True,True,https://web.facebook.com/drmarciolivieriodontologia/services,
"Rua 904, 586 - 88330-592","4,9",Clínica odontológica, (47) 3363-5696 · ,http://www.ceoclinica.com.br/,CEO | Odontologia Avançada,88,True,,,,
"R. Estefano José Vanolli, 1200","5,0",Dentista, (47) 3246-6789 · ,,Consultório odontológico Espaço Sorriso,103,,,,,
"Rua Dr. Cacildo Romagnani, 649","5,0",Dentista, (47) 3021-7507 · ,,DSD Odontologia Especializada,104,,,,,
"R. 2300, 1001 - Térreo","4,5",Clínica odontológica, (47) 3366-7033 · ,https://www.hdespecialidades.com.br/,HD Especialidades Odontológicas,106,,True,True,https://www.facebook.com/hospitaldodente,https://www.instagram.com/hospitaldodenteoficial/?hl=pt-br
"Rua Gustavo Bernedt, 565","5,0",Ortodontista, (47) 3346-1909 · ,,Consultório Odontológico Dr Marcello de Carvalho,107,,,,,
"R. Hercílio Luz, 241","5,0",Dentista, (47) 3344-2479 · ,,Dental New Convênios Odontológicos,109,,,,,
"R. 13 de Maio, 64","5,0",Cirurgião dentista, (47) 3346-1613 · ,https://www.o3clinicaodontologica.com.br/,O3 Clínica Odontológica,110,,True,True,https://www.facebook.com/o3clinicaodontologica/,https://www.instagram.com/o3clinicaodontologica/
"Av. Martin Luther, 180","3,4",Dentista, (47) 3393-7558 · ,http://www.denardiodontologia.com.br/,Denardi Odontologia - Clínica Odontológica,113,True,,,,
"R. Manoel Santos Gaya, 99","5,0",Clínica odontológica, (47) 3342-3545 · ,http://www.navemed.com.br/,Navemed,114,,False,False,,
"Av. Cel. Marcos Konder, 950","5,0",Dentista, (47) 3348-5465 · ,,Laboratório Prótese Odontológica Guimarães,115,,,,,
"R. José Francisco Laurindo, 2106 - sala 04","5,0",Clínica odontológica, (47) 4113-0023 · ,,Consultório Odontológico Dra. Suelen Janete Mianes,116,,,,,
"237, Av. Conselheiro João Gaya, 153","5,0",Clínica odontológica, (47) 3342-1768 · ,,CEO - Centro de Especialidades Odontológicas - Navegantes,117,,,,,
"Av. João Sacavem, 52","4,1",Dentista, (47) 3348-6558 · ,,consultório odontológico navegantes,118,,,,,
"R. 901, 267 - sala 4","5,0",Dentista, (47) 99947-0616 · ,http://dentalarteclinicas.com.br/,Dental Arte Clínicas Odontológicas - Balneário Camboriú,119,,True,True,https://facebook.com/dentalarte/,https://www.instagram.com/dental_arte
"Av. Osvaldo Reis, 3281 - sala 604","5,0",Clínica odontológica, (47) 3517-1335 · ,http://www.pedroivobarreto.com/,Dr. Pedro Ivo Barreto,120,,True,True,,
"Rua josé Raimundo de Oliveira, 80","4,1",Dentista, (47) 3344-2479 · ,,Dental Esthetic Planos Odontológicos,121,,,,,
"R. 1201, 254","4,0",Clínica odontológica, (47) 3363-0202 · ,http://prooral.com.br/,Pró-Oral Odonto,122,True,,,,
"R. Brusque, nº 219 - Sala 01 e 02","5,0",Dentista, (47) 3514-1070 · ,,Dental Silver,123,,,,,
"Ed. Atlantis Trade Center, Av. João Sacavem, 571 - Sala 1012","3,3",Dentista, (47) 3342-2767 · ,,Clínica Odontológica Doutor Tarso Rogério Donini,124,,,,,
"R. 500, 397","5,0",Clínica odontológica, (47) 3264-2925 · ,,Vida e Sorriso,125,,,,,
Rua 1111 - Prédio 215 - Sala 08,"5,0",Dentista, (47) 2033-2020 · ,http://www.oralcarebc.com.br/,Oral Care Clínica Odontológica,126,,True,True,https://www.facebook.com/oralcarebalneario/,https://www.instagram.com/oralcarebc
"1 andar, R. Gaspar, 236 - sala 1","4,2",Dentista, (47) 99181-2675 · ,http://www.clinicamaestri.com.br/,Maestri Odontologia Unidade São Judas,127,True,,,,
Rua Uruguai 233 - Bloco C - Ed Cameli 233 - bl C ap 1204,"4,5",Dentista, (47) 3349-4915 · ,,WM Administração de Planos Odontológicos,128,,,,,
"R. Indaial, 1060 - Sala 06","5,0",Ortodontista, (47) 3349-6197 · ,https://www.daleffeimplantes.com.br/,Daleffe Implantes & Ortodontia,129,,False,False,,
"3ª Avenida, 719","4,7",Clínica odontológica, (47) 3363-7373 · ,,Litoral Clínica Odontológica,130,,,,,
"R. Estefano José Vanolli, 558","5,0",Dentista, (47) 99120-0418 · ,https://www.instagram.com/paulocoelho_odontologia/,Consultório Odontológico Dr Paulo César Coelho,132,,True,False,,
"Rua Camboriú, 26, Ed. Vértice, sala 902","5,0",Dentista, (47) 99912-2828 · ,http://www.claudiavalente.com.br/,Cláudia Valente Centro Odontológico - Invisalign Doctor Itajai,135,,True,True,,
"R. Antônio Bitencourt, 61","5,0",Clínica odontológica, (47) 99927-9798 · ,http://www.coeodontoestetica.com.br/,Coe Centro de Odontologia Estética,136,,True,True,https://www.facebook.com/COE-Centro-de-Odontologia-Est%C3%A9tica-1807198042855363,https://www.instagram.com/coe_odontologia_estetica/
"530, Rua 1400, 377","4,7",Clínica odontológica, (47) 3366-0543 · ,https://clinicasorriabc.com.br/,Clínica Sorria Balneário Camboriú,137,,True,True,https://www.facebook.com/sorriaodontologiabc/?fref=ts,
"Av. Brasil, 1615 - 24","4,0",Clínica odontológica, (47) 3360-6025 · ,,Oral Satis Clínica Odontológica,138,,,,,
"R. Dr. Reinaldo Schmithausen, 1178","1,0",Cirurgião dentista, (47) 3349-3892 · ,http://www.drglaubermathias.com.br/,Centro Odontológico Reabilitação e Estética Bucal,139,True,,,,
"Condomínio Edifício Tia Guiomar - Av. Brasil, 1151","4,1",Dentista, (47) 3366-5110 · ,,Clínica Odontológica Doutor Marcelo Vaz Silva,140,,,,,
"R. Gaturamo, 140","4,0",Clínica odontológica, (47) 3366-8888 · ,http://www.oralunic.com.br/,Oral Unic Franquia,141,,True,True,,https://www.instagram.com/oralunicfranchising/
"Rua João Bauer, 498","5,0",Dentista, (47) 3046-0099 · ,,Consultório Odontológico - Dra. Simone Schleder,142,,,,,
"R. José Francisco Laurindo, 1314","4,1",Clínica odontológica, (47) 3349-7930 · ,,Odontologia,143,,,,,
"15 B, Av. Sete de Setembro","4,0",Clínico geral, (47) 3045-5351 · ,,Consultório Odontológico Bastos,144,,,,,
"Rua 1500, nº 315 - 2","5,0",Clínica odontológica, (47) 2125-9669 · ,http://www.clinicainovate.com.br/,Clínica Inovate - Consultório Odontológico - Balneário Camboriú/SC,145,,True,True,https://www.facebook.com/Cl%C3%ADnica-Inovate-338264900310968/,https://www.instagram.com/clinicainovate/
"Av. do Estado, 1690","3,3",Clínica odontológica, (47) 3081-1107 · ,http://dentalcleanvale.com.br/,Dental Clean,146,,True,True,,
"Av. Santos Dumont, 16","5,0",Serviço dentário de emergência, (47) 3342-5010 · ,http://www.clinicasuniao.com.br/,União Clinica Dentária,147,,False,False,,
"R. Mario Bento dos Passos, 1230","5,0",, (47) 2033-2020 · ,,Bucal Master Odontologia,148,,,,,
"R. 1101, 60 - sala 132","5,0",Dentista, (47) 3367-4822 · ,http://www.drcouto.com.br/,Couto Clínica Odontológica | Dentistas em Balneário Camboriú,149,,False,True,,
"Av. Sete de Setembro, 219 - Sala 1","4,5",Dentista, (47) 3045-4889 · ,https://www.ortobom.com.br/,Ortobom,150,,True,True,https://facebook.com/ortobom,https://www.instagram.com/ortobom
"Av. Cel. Marcos Konder, 1207","5,0",Dentista, (47) 3349-0823 · ,http://rcoodontologia.com.br/,RCO Odontologia Estética e Implantes,151,,True,True,https://www.facebook.com/rcoodontologiaestetica/,https://www.instagram.com/rcoodontologia/
"R. 700, 60 - sala01","3,9",Clínica odontológica, (47) 3361-0063 · ,https://www.facebook.com/oralvipsc/,Oral Vip Balneário Camboriú,152,,True,True,https://web.facebook.com/oralvipsc/services,
"3ª Avenida, 1260 - Sl/04","5,0",Clínica odontológica, (47) 3361-7191 · ,http://www.spaziodentall.com.br/,Spazio Dentall,154,,False,True,https://www.facebook.com/spaziodentallreabilitacaooral,
"R. 1001, 315","4,0",Clínica odontológica, (47) 3367-7484 · ,https://www.facebook.com/pg/RF-Odontologia-242034433059860/posts/,RF Odontologia,157,,True,True,https://web.facebook.com/rf.odontologiabc/?hc_ref=ARRLRf04iPr0kT2c1P1Ysa2yo-HP-ZJz1XNzVRZBrEaHlthqdj2u7GcUxehpaRN_96A&fref=nf,
"R. Isidoro Caetano, 190","4,6",Clínica odontológica, (47) 3363-6066 · ,http://www.medcal.com.br/,"MedCal Unidade 2: Odontologia, Estética e Vacinas",158,,True,True,https://www.facebook.com/medcalclinica,https://www.instagram.com/medcalclinica/
"R. Protásio B. Caetano, 56","3,0",Clínica odontológica, (47) 3367-4898 · ,http://www.ananiehues.com.br/,Ortodontia e Estética do Sorriso Ana Niehues,159,,True,True,https://www.facebook.com/ananiehuesortodontia/?ref=br_rs,https://www.instagram.com/clinicaananiehues/
"Rua Carlos de Goes Rebello, 748","4,9",Dentista, (47) 3065-6969 · ,http://www.oraldoctor.com.br/,Oral Doctor,160,,True,True,https://www.facebook.com/oraldoctorsc/,https://www.instagram.com/oraldoctorsc/
"3ª Avenida, 270","5,0",Dentista, (47) 3368-7553 · ,,Evident Clínica Odontológica,161,,,,,
"Av. Palestina, 480","5,0",Clínica odontológica, (47) 99215-0055 · ,,Espaço do Sorriso,162,,,,,
"Av. Monte Agulhas Negras, 303","4,2",Clínica odontológica, (47) 3268-7763 · ,http://clinicaodontologiaintegrada.negocio.site/,Oi Odontologia Integrada,164,,False,False,,
"R. Umbelino Damásio de Brito, 138","3,5",Dentista, (47) 3344-4688 · ,,Grupo Odontológico,165,,,,,
"R. Lauro Muller, 757","5,0",Policlínica, (47) 3344-3607 · ,,Clinica Ortoface,166,,,,,
"R. 1451, 71","5,0",Clínica odontológica, (47) 3366-2747 · ,,Consultório Odontológico Fb,167,,,,,
"Av. Sete de Setembro, 1163 - sala 01, térreo","5,0",Cirurgião dentista, (47) 3349-3665 · ,,Consultório Odontológico Central do Sorriso,168,,,,,
"Av. Cel. Marcos Konder, 496","4,2",Consultório médico, (47) 3341-2856 · ,http://sesisc.org.br/,SESI - Clínica Médica e Odontológica,169,,True,True,http://www.facebook.com/SESIsc,https://www.instagram.com/sesi.sc/
R. Otávio Cesário Pereira,"5,0",Cirurgião dentista, (47) 99161-0429 · ,,Consultório Odontológico Dr Angelo Simon,171,,,,,
"R. Uruguai, 223 - Sala 1613","4,5",Dentista, (47) 3021-6637 · ,,Dra. Bruna Ramos e Dra. Gladis Spat,172,,,,,
"Av. José Francisco Bernardes, 33","4,3",Clínica odontológica, (47) 3365-0055 · ,http://www.clinicasuniao.com.br/,Clínica Dentária Popular Central,173,,False,False,,
"R. Agílio Cunha, 712","1,0",Cirurgião dentista, (47) 3248-0243 · ,,Dentista,174,,,,,
"01, Rua Justiniano Neves 226, sala térrea","5,0",Clínica odontológica, (47) 3367-1981 · ,,Centro de Reabilitação Oral Millenium,175,,,,,
"R. 2001, 141 - 01","4,0",Clínica odontológica, (47) 3344-6525 · ,http://odontologiamichelin.com.br/site/,ODONTOLOGIA MICHELIN,177,True,,,,
