address,classification,details,fone,link,name,position,link_problem,has_instagram,has_facebook,facebook_link,instagram_link
"Rua Lauro Muller, 149 - sala 19/21 Sodegaura Center","4,8",Corretores de imóveis, (47) 98818-4411 · ,http://www.vnevesimoveis.com.br/,VNneves Imoveis,127,,True,True,https://www.facebook.com/vnevesimoveis/,https://www.instagram.com/vnevesimoveis/
"Avenida Carlos Drumond de Andrade, 176 - sala 02","4,5",Corretores de imóveis, (47) 3360-7874 · ,http://www.renatocorretordeimoveis.com/,Renato Flores Corretor de Imóveis,128,,False,True,https://www.facebook.com/renatofloress/?modal=admin_todo_tour,
"Preserva Administradora de Bens - R. José Siqueira, 180 - sala 3-A superior","4,6",Imobiliária, (47) 98896-0042 · ,https://preservabens.com.br/,Preserva Imobiliária✍️,129,True,,,,
"R. João Rodi, 160","2,0",Imobiliária de aluguel de residências, (47) 3348-3001 · ,http://www.maximoveis.com.br/,Edifício João Rodi 160,130,,True,True,https://www.facebook.com/maximobiliaria/,https://www.instagram.com/maximoveissc/
"Edifício The Office - R. Samuel Heusi, 463 - sala 1.114","4,4",Imobiliária, (47) 99620-9272 · ,http://www.niceimoveis.com.br/,Nice Imóveis LTDA,131,True,,,,
"R. Otávio Cesário Pereira, 1272","5,0",Imobiliária, (47) 99208-6936 · ,http://www.idealimoveisitajai.imb.br/,Ideal Imóveis,132,,False,False,,
"R. Blumenau, 1633","5,0",Imobiliária, (47) 3349-3463 · ,http://www.imobiliariarosa.com.br/sobre,Rosa Empreendimentos Imobiliários Ltda.,135,,False,False,,
"Av. Itaipava, 2137","5,0",Imobiliária, (47) 99763-9354 · ,,Elvio França Corretor de Imóveis - Itajaí SC,136,,,,,
"Av. Cel. Marcos Konder, 805 - sala 109","5,0",Imobiliária, (47) 3346-0800 · ,http://www.imobiliariaclinn.com.br/,Clinn Negócios Imobiliários,137,,False,True,https://www.facebook.com/imobiliariaclinn,
"Rua Uruguai, n.º 100, sala 01","3,7",Imobiliária, (47) 3349-4891 · ,http://www.mandelmartinsimoveis.com.br/,Mandel & Martins Negócios Imobiliários,138,,False,False,,
"R. Heitor Liberato, 851","1,0",Imobiliária, (47) 3246-0337 · ,,Imobiliária A Oferta do Imóvel Ltda - CRECI 3632-J,139,,,,,
"R. Samuel Heusi, 463 - 803","4,7",Imobiliária, (47) 98408-7116 · ,,Deka França Corretora,140,,,,,
"R. Rui Barbosa, 27","3,7",Imobiliária, (47) 3246-2307 · ,,Litoral Imóveis,141,,,,,
"R. Max, 392","4,0",Imobiliária, (47) 3046-3985 · ,,Max Corretor De Imoveis,142,,,,,
"R. Escoteiro Júlio César de Medeiros, 278","5,0",Imobiliária, (47) 3021-6281 · ,http://www.nximoveis.com.br/fale-conosco,MARCIO XUXA CORRETOR,143,True,,,,
"Rua José Eugênio Müller, 1571","5,0",Imobiliária, (47) 98449-3012 · ,,BIANCHI NEGÓCIOS IMOBILIÁRIOS,144,,,,,
"nº sala 01, Av. Joca Brandão, 628","5,0",Imobiliária, (47) 3349-5690 · ,http://www.inessantanaimoveis.com.br/,Inês Santana Imóveis,146,,False,False,,
"R. Manoel Francisco Coelho, 839","4,0",Corretora de aluguel de imóveis, (47) 3248-4773 · ,http://esmaelfrancelino.com.br/imovel/?finalidade=venda&tpi=4,Esmael Francelino Corretor de Imoveis,147,,False,False,,
"Av. Sete de Setembro, 776 - 405","5,0",Imobiliária, (47) 99925-7015 · ,http://www.jessicaazecorretora.com.br/,Aze Investimentos Imobiliários,158,,True,True,https://www.facebook.com/jessicaazeribeiroimoveis/,https://www.instagram.com/jessicaazecorretora/
"R. Brusque, 500","5,0",Imobiliária de aluguel de residências, (47) 3349-5407 · ,,lotes a prazo,159,,,,,
"R. David Adão Schmitt, 168 - sala 2","4,0",Imobiliária, (47) 99688-7242 · ,https://www.jjwimoveis.com.br/,JJW Imóveis,160,,False,False,,
"Av. Carlos Drummond de Andrade, 504","4,5",Imobiliária, (47) 2125-9600 · ,http://www.bravabusinessboutique.com.br/,BRAVA BUSINESS Boutique - Imóveis Especiais,161,,True,True,https://www.facebook.com/bravabusinessboutique/,https://www.instagram.com/bravabusinessboutique/
"Av. Min. Victor Konder, 840","4,7",Imobiliária, (47) 99912-1236 · ,,Inteligência Imobiliária,162,,,,,
"R. Dr. Pedro Ferreira, 155 - Sala 1106","5,0",Imobiliária, (47) 3514-1303 · ,https://www.plenaimobiliaria.com.br/,PLENA IMOBILIÁRIA,163,,False,True,https://www.facebook.com/PlenaGestao/,
"R. Carlos Seara, 352 - Sala 03","4,0",Imobiliária, (47) 98407-0607 · ,http://joaopiresimoveis.com.br/,João Pires Imóveis,164,,True,True,https://www.facebook.com/joaopiresimoveiss,https://www.instagram.com/joaopiresimoveis
"Av. Pref. José Juvenal Mafra, 993","4,3",Imobiliária, (47) 3342-1510 · ,http://www.aliancaimobiliaria.net/,"Aliança Imobiliária - Compra, venda e locação de imóveis em Navegantes-SC",165,,False,True,,
"Rua José Eugênio Müller, 1079","5,0",Imobiliária, (47) 3398-2268 · ,http://www.irolimoveis.com.br/mobile/,Irol imóveis,166,,False,True,https://www.facebook.com/irolimoveis.com.br/,
"Av. Osvaldo Reis, 3281, 711","5,0",Imobiliária, (47) 99732-4596 · ,https://saxnegocios.com.br/,Sax Negócios Imobiliários,167,True,,,,
"Av. Sete de Setembro, 1178 - 02","4,0",Imobiliária, (47) 3344-2835 · ,http://www.damasoimoveis.com.br/,Damaso Negócios Imobiliários,168,True,,,,
"BR-470, 1","4,0",Imobiliária, (47) 3360-9299 · ,,Imóveis em Itajaí,169,,,,,
"R. Dr. Hermes Atílio Mariani, 849","5,0",Imobiliária, (47) 98416-4725 · ,https://www.apartamentolitoralsc.com.br/localizacao,Apartamento Litoral SC,170,,False,True,https://www.facebook.com/janaina.nascente.7,
"R. Hercílio Luz, 530","4,3",Imobiliária, (47) 98431-1860 · ,http://www.slavieroimoveis.com.br/,Slaviero Imóveis,171,,False,False,,
"R. Fiuza Lima, 110","4,5",Imobiliária, (47) 99647-8027 · ,http://www.ajbcorretor.com.br/sobre,Adair Jose Becher,172,,False,True,,
"R. Uruguai, 223 - Sala 904","4,6",Imobiliária, (47) 99170-6307 · ,https://aurahome.com.br/,Aura Home Invest - Imobiliária - Apartamentos na praia - Santa Catarina,173,True,,,,
"R. Lauro Muller, 567 - Sala 01","4,7",Imobiliária, (47) 3046-3300 · ,http://cabralconsultoria.com.br/,Cabral & Cabral Negócios Imobiliários,174,True,,,,
"Ed. Comercial Atlanta - R. Marcílio Dias, 76 - Sala 8","4,0",Imobiliária, (47) 3348-9100 · ,https://www.facebook.com/imobiliariabeijafloritajai/,Imobiliária Beija Flor,175,,True,True,https://web.facebook.com/help/cookies?ref_type=sitefooter,
"R. Aníbal Cézar, 20","5,0",Imobiliária, (47) 99979-0292 · ,http://www.imediatanegociosimobiliarios.com/,Imobiliária Imediata,176,,True,True,https://www.facebook.com/imediatanegociosimobiliarios/,https://www.instagram.com/imediata_negociosimobiliarios/
Blumenau,"5,0",Imobiliária, (47) 3322-3411 · ,/aclk?sa=l&ai=DChcSEwig_ur1mNjrAhUUD5EKHXtJBFIYABAAGgJjZQ&sig=AOD64_0MnyOjIK_P7Z-M1IpFBQU6qVAe-Q&adurl&q&ctype=99,Salles e Dittmar Incorporações Imobiliárias Ltda,177,True,,,,
Balneário Camboriú,"5,0",Serviços de investimentos, (47) 99736-5093 · ,/aclk?sa=l&ai=DChcSEwig_ur1mNjrAhUUD5EKHXtJBFIYABABGgJjZQ&sig=AOD64_3qmwfUl9-cSfjLgMno52OSE6N6Nw&adurl&q&ctype=99,Sort Investimentos Imobiliários,178,True,,,,
Itajaí,"5,0",Imobiliária, (47) 98435-6565 · ,https://www.imoveisbarreto.com.br/fale-conosco,IMÓVEIS BARRETO,179,True,,,,
"Alameda Rio Branco, 238","5,0",Imobiliária, (47) 3322-3411 · ,/aclk?sa=l&ai=DChcSEwix-b34mNjrAhWThJEKHbTXAAkYABAAGgJjZQ&sig=AOD64_3ZlKKMVnKUMQTKlY578YJB6LSTvQ&adurl&q&ctype=99,Salles e Dittmar Incorporações Imobiliárias Ltda,199,True,,,,
"Rua 1500, 820 Sky Business Center - sala 2301 Centro","5,0",Serviços de investimentos, (47) 99736-5093 · ,/aclk?sa=l&ai=DChcSEwix-b34mNjrAhWThJEKHbTXAAkYABABGgJjZQ&sig=AOD64_3WV_KM8JVMdSJqg-lxxWTi48CSQg&adurl&q&ctype=99,Sort Investimentos Imobiliários,200,True,,,,
R. José Francisco Laurindo,"4,2",Imobiliária, (47) 3319-5555 · ,https://www.mirantedoporto.com.br/,Mirante do Porto Imóveis,201,,True,True,https://www.facebook.com/mirantedoportoimoveis/,https://www.instagram.com/mirantedoportoimoveis/?hl=pt-br
"2427, Av. José Medeiros Viêira, 2183","5,0",Agência de imóveis comerciais, (47) 3347-8665 · ,http://grupobravabeach.com.br/,Brava Beach Fg,202,,True,True,https://www.facebook.com/grupobravabeach,https://instagram.com/bravabeach
"Riviera Concept - Av. Osvaldo Reis, 3385 - Sala 1205","5,0",Imobiliária, (47) 99947-5020 · ,http://www.adamantenegocios.com.br/,Adamante Negócios,203,,True,True,http://facebook.com/AdamanteNegocios,https://www.instagram.com/adamantenegocios/
"R. Samuel Heusi, 234","5,0",Imobiliária, (47) 99994-1265 · ,http://www.portobelo.sc.gov.br/,porto belo sc,205,,False,True,https://www.facebook.com/prefeituraportobelo,
"R. Alberto Werner, 555","4,7",Imobiliária, (47) 3246-1000 · ,http://clubpasse.com.br/,Fidelity Club Pass-E,206,,False,True,https://www.facebook.com/passeempreendimentosoficial/,
"R. Gaspar, 327","5,0",Imobiliária, (47) 3514-1303 · ,http://pfutzen.com.br/,Pfützen,207,,True,True,https://www.facebook.com/pfutzenimoveis,https://www.instagram.com/pfutzenimoveis/
"R. Otávio Cesário Pereira, 789","5,0",Consultora de imóveis, (47) 3344-6262 · ,http://www.urbanimoveis.com.br/,URBAN IMÓVEIS,208,,True,True,,
"Rua Miguel Matte, 100","5,0",Imobiliária, (47) 99993-6994 · ,https://www.conectaimoveisbc.com.br/,Imobiliária em Balneário Camboriú - Imobiliaria Conecta Imóveis BC,209,True,,,,
"Centro - Ed. Mirante do Porto - Rua João Bauer, 498 - sala 504","3,0",Imobiliária, (47) 3349-9448 · ,http://www.crcsc.org.br/,Conselho Regional Contabilidade -SC,210,,True,True,https://www.facebook.com/crcsantacatarina,/noticia/view/8112/live-no-instagram-do-crcsc-abordou-sobre-o-desenvolvimento-das-habilidades-comportamentais-na-area-contabil
"Av. Brasil, 1","4,0",Corretora de aluguel de imóveis, (47) 3366-8748 · ,http://www.donnadeimoveis.com.br/,Imobiliária Balneário Camboriú Imóveis,211,,True,True,https://www.facebook.com/donnadeimoveisoficial/?fref=ts,https://www.instagram.com/donnadeimoveis.top/
"R. Camboriú, 176","4,7",Locação de escritório virtual, (47) 3045-7566 · ,http://www.grupofacin.com.br/,FACIN offices | Seu Endereço Econômico No Vale Do Itajaí - SC,212,,False,False,,
"R. Egidio A. Crispim, 100","5,0",Imobiliária, (47) 3056-1034 · ,http://atoplar.com.br/,Atoplar Imobiliária,213,True,,,,
"2°piso - acesso lateral, R. Samuel Heusi, 382","4,8",Locação de escritório virtual, (47) 3045-7566 · ,http://www.grupofacin.com.br/,FACIN offices | Seu Endereço Econômico No Vale Do Itajaí - SC,214,,False,False,,
"R. Delfim Mário de Pádua Peixoto, 1100 - Apartamento 704-E2","5,0",Corretores de imóveis, (41) 99184-0003 · ,http://www.marinamunhoz.com.br/,Marina Munhoz Corretora de Imóveis,215,True,,,,
"Av. Brasil, 29","5,0",Imobiliária, (47) 3363-9441 · ,http://apartamentoscamboriu.com.br/,Imóveis em Balneário Camboriú,216,,True,True,https://www.facebook.com/imoveisriboli,https://www.instagram.com/imoveisriboli
"R. Odílio García, 1294 - Sala 03","4,6",Corretores de imóveis, (47) 3368-6472 · ,http://www.joanininunes.com.br/,Adriana J. Nunes,217,,True,True,http://facebook.com/joanininunes,
"R. Julieta Lins, 300","5,0",Imobiliária, (47) 3366-0706 · ,http://www.mondoconstrutora.com.br/,HEUSI EMPREENDIMENTOS IMOBILIARIOS LTDA.,218,True,,,,
"R. João Francisco dos Santos, 109","3,3",Imobiliária, (41) 99174-5733 · ,https://aluguecasapraia.com.br/guaraquecaba/,Imóveis Litoral,219,,False,True,,
"Rua Juiz Osvaldo Area Horn, 65","5,0",Imobiliária, (47) 99106-0990 · ,http://www.liberataimoveis.com/,Liberata Imóveis,220,,True,True,https://www.google.com/url?q=https%3A%2F%2Fwww.facebook.com%2Fliberataimoveis&sa=D&sntz=1&usg=AFQjCNE0UAZNlR_n75qphNz-FyiQRFSVdQ,https://www.google.com/url?q=https%3A%2F%2Fwww.instagram.com%2Fliberataimoveis%2F&sa=D&sntz=1&usg=AFQjCNGqvq0MYAVGKLH40_TWE76ENp4MQg
"230, R. 1401","4,4",Imobiliária, (47) 99762-2021 · ,https://litoralvertical.com/,Litoral Vertical Imobiliária,221,,True,True,https://www.facebook.com/ImobiliariaLitoralVerticalBalnearioCamboriu/,https://www.instagram.com/litoralvertical/
"Rua 51, número 46 01","4,9",Imobiliária, (47) 3311-2560 · ,http://www.imobiliaria-balneariocamboriu.com/,IBC Balneário Camboriú,222,,True,True,https://www.facebook.com/ImobiliariaBalnearioCamboriu/,https://www.instagram.com/ibcimobiliaria/
"Av. Brasil, 2520","4,5",Imobiliária, (47) 3367-6770 · ,https://www.primmeimoveis.com/,Primme Imoveis - Imobiliaria em Balneario Camboriu,223,True,,,,
"Rua 1500, n° 820 - Sala 2401 - Empresarial Sky Business Centro","4,5",Imobiliária, (47) 2125-6500 · ,https://www.imobillenegocios.com.br/,Apartamentos de Luxo em Balneário Camboriú,224,,False,True,,
"R. 1822, 330","5,0",Imobiliária, (47) 99166-2106 · ,,Fábio B. Volpi Imóveis Praia Brava de Itajaí,227,,,,,
"R. 3000, 278 - Sala 1 e 2","4,6",Imobiliária, (47) 3268-6591 · ,http://www.plazaimoveis.com.br/,Plaza Imóveis,228,,True,True,https://www.facebook.com/plazaimoveisbc,https://www.instagram.com/plazaimoveisbc/
Atendimento Presencial e Virtual - WhatsApp e Chamada de Vídeo Agendar Horário de Atendimento e Visita Centro,"5,0",Imobiliária, (47) 99724-2618 · ,http://delconsultoriaimobiliaria.com.br/,DEL Consultoria Imobiliária,229,,False,True,,
"Av. Cel. Marcos Konder, 1207 - Sala 52","4,0",Construtora, (47) 3045-1110 · ,http://homesetempreendimentos.com.br/,HomeSet Empreendimentos,231,True,,,,
"R. Antônio Manoel Moreira, 175","4,9",Complexo residencial, (47) 3348-8033 · ,http://www.portojanuaria.com.br/empreendimento,Residencial Porto Januária,232,,False,True,https://www.facebook.com/portojanuaria,
"Rua Criciúma, 93","5,0",Construtor Imobiliário, (47) 98429-8047 · ,https://www.imediatanegociosimobiliarios.com/,Carlos Brining,233,,True,True,https://www.facebook.com/imediatanegociosimobiliarios/,https://www.instagram.com/imediata_negociosimobiliarios/
"R. Uruguai, 1105","5,0",Edifício de apartamentos mobiliados, (47) 3398-1588 · ,,New Life Residence,235,,,,,
"Rua 1500, 381 - sala 2","5,0",Imobiliária, (47) 3363-0333 · ,http://www.clovisimoveis.com.br/,Clovis Imoveis,236,,False,True,https://www.facebook.com/priscila.cristelli,
"R. Expedicionário Marqueti, 112","5,0",Complexo residencial, (47) 99773-0123 · ,http://www.lotisa.com.br/,Beira Rio Connection,237,,True,True,https://pt-br.facebook.com/lotisaconstrutora/,https://www.instagram.com/lotisaconstrutora/
"R. José Francisco Reis, 496","4,1",Loja de eletrônicos, (47) 3366-2666 · ,,Santa Regina,238,,,,,
"Av. Pref. José Juvenal Mafra, 6969","4,3",Imobiliária, (47) 3349-0211 · ,http://www.manicamarin.com.br/,Manica Marin Imóveis - MMI,239,,True,True,http://www.facebook.com/pages/MMI-Manica-Marin-ImÃ³veis/244085302322992,http://www.instagram.com/manicamarinimoveis/
