address,classification,details,fone,link,name,position,has_instagram,has_facebook,facebook_link,instagram_link,link_problem
"R. Zacarias Góes Vasconcelos, n. 1222",,Médico, (42) 3522-8578 · ,,Pediasuit Clínica de Fisioterapia União da Vitória,17,,,,,
"R. Profa. Amazília, 365","5,0",Serviço de emagrecimento, (42) 3523-3021 · ,http://veritacare.com.br/,Verità Care - União da Vitória,18,True,True,https://www.facebook.com/veritacareoficial/,https://www.instagram.com/veritacareoficial/,
"R. Castro Alves, 222","2,7",Centro de diagnósticos, (42) 3522-2186 · ,http://www.digimaxdiagnostico.com.br/,Clínica Radiodiagnóstica Domit,19,True,True,https://www.facebook.com/digimaxmedicinadiagnostica/,https://www.instagram.com/digimaxmedicinadiagnostica/,
"Av. Getúlio Vargas, 186 - Sala 131",,Centro médico, (42) 99106-9094 · ,https://clinica-estar-bem.negocio.site/,Clinica Estar Bem,20,False,False,,,
"R. Dom Pedro II, 647","4,3",Clínica odontológica, (42) 3522-5930 · ,,Comdent Odontologia,21,,,,,
"R. Prudente de Morais, 787","4,7",Clínica de Fisioterapia, (42) 3523-1226 · ,,Clínica de Fisioterapia e Reabilitação Josiane Bueno e Cia Ltda,22,,,,,
R. Costa Carvalho,,Clínica odontológica, (42) 3522-2541 · ,,Odonto Tack,23,,,,,
"Av. Getúlio Vargas, 186","5,0",Clínica de acupuntura, (42) 3523-9684 · ,,Yin Yang - Instituto de Saúde Integral,24,,,,,
"Rua Sacaria Góes de Vasconcelos, 1043","5,0",, (42) 99912-5880 · ,http://www.esteticauniaodavitoria.com/,Estética União - Vera Gheno,25,True,True,http://www.facebook.com/WixPortugues,https://instagram.com/wix/,
"R. Cruz Machado, 362","5,0",Dentista, (42) 3522-9396 · ,,PRIME Odontologia E Estética,26,,,,,
"Av. Interventor Manoel Ribas, 290 - sala 1",,Clínica odontológica, (42) 3523-8532 · ,http://www.odontocompany.com/uniaodavitoria,OdontoCompany,27,True,True,https://www.facebook.com/odontocompany/,https://www.instagram.com/odontocompany/,
"R. Cel. João Gualberto, 175","5,0",Clínica odontológica, (42) 3524-7900 · ,http://www.luizbassiemarciamoreira.com.br/,Luiz Bassi e Márcia Moreira Odontologia,28,False,True,,,
"R. Castro Alves, 175","5,0",Clínica odontológica, (42) 3523-4979 · ,,Luiz Bassi Netto,29,,,,,
"Rua Prudente de Moraes, 770","5,0",Policlínica, (42) 3522-3560 · ,,Clínica de Neurologia Neurocirurgia e Eletroencefalograma,31,,,,,
"R. Costa Carvalho, 523","5,0",Médico, (42) 99144-2388 · ,,Clínica veterinária são francisco de assis,32,,,,,
"R. Cruz Machado, 596",,Fisioterapeuta, (42) 99136-8778 · ,,Microfisioterapia e saúde integral - Marcel Schraier,33,,,,,
"Av. Paula Freitas, 944","4,5",Cirurgião dentista, (42) 3522-7030 · ,,Clinica Odonto Vale,35,,,,,
"R. Dr Cruz Machado, 281",,Clínica odontológica, (42) 99815-2020 · ,,Dra. Jacqueline Baldini - Clínica Central,36,,,,,
"R. Cruz Machado, 468",,Médico, (42) 98412-9207 · ,,Bioclínica,37,,,,,
"R. Matos Costa, 36","5,0",Dentista, (42) 3522-8793 · ,http://www.clinicasuniao.com.br/,Clínica Dentária União Porto União,39,False,False,,,
"R. Clotário Portugal, 1252",,Dentista, (42) 3522-8401 · ,,"Guerios, Mac A F",40,,,,,
"R. Zacarias Góes Vasconcelos, 1043","5,0",Clínica de ginecologia e obstetrícia, (42) 3522-5574 · ,,Airto Pedro Gheno,42,,,,,
"Avenida Bento Munhoz da Rocha Neto, 1480, fundos Esquina com a, R. Santos Dumont","5,0",Terapeuta reiki, (42) 99929-0639 · ,https://www.facebook.com/verasluizalucia/,Espaço União da Luz,43,True,True,https://web.facebook.com/verasluizalucia/services,,
"Av. Artur Canfield, 514","2,1",Serviço de saúde mental, (42) 3524-2616 · ,,Clínica Médica - São Camilo,44,,,,,
"R. Prof. Cleto, 65","4,9",Salão de Beleza, 3522-4461 · ,,Elaine Cecchin Esthetic E Hair,45,,,,,
R. Visc. de Guarapuava,"5,0",Salão de Beleza, (42) 3523-3184 · ,,Cida Cabeleireiros,46,,,,,
"R. Profa. Amazília, 978","5,0",Dentista, (42) 3522-5737 · ,,Moacir Gobor Jr- Clinica Gobor,48,,,,,
"R. Padre Anchieta, 31 - 2° andar","5,0",Médico, (42) 3523-4979 · ,,Clínica Vitalle,49,,,,,
"R. Yvonich Furlan, 75","4,7",Restaurante, (42) 3522-5827 · ,,Nutricenter,50,,,,,
"Rua Benjamin Constant, 139 União da Vitória PR","5,0",Hospital, (42) 3524-8107 · ,https://www.facebook.com/clinicvet/,Clinic Vet,51,True,True,https://web.facebook.com/clinicvet/posts,,
"Edifício Iguaçu Centro Comercial - R. Matos Costa, 33 - 4o andar, sala 402","5,0",Médico, (42) 3523-4050 · ,https://business.google.com/website/drleandromattiola?utm_source=gmb&utm_medium=referral,Dr. Leandro Ricardo Mattiola,52,False,True,https://www.facebook.com/drleandromattiola/about/,,
"R. Carlos Cavalcante, 544","4,8",Salão de Beleza, (42) 99104-6131 · ,https://www.facebook.com/belezariarayzel/,Belezaria Rayzel,53,True,True,https://web.facebook.com/belezariarayzel/services,,
"R. Cruz Machado, 54","5,0",Salão de Beleza, (42) 3523-9222 · ,https://www.facebook.com/kdvoce.kdvoce,Salão KD Você,54,True,True,https://pt-br.facebook.com/kdvoce.kdvoce,,
"R. Frei Rogerio, 579","4,5",Cirurgião plástico, (42) 3522-7030 · ,https://www.doctoralia.com.br/marco-aurelio-sebben/cirurgiao-plastico-cirurgiao-geral/curitiba?utm_source=google&utm_medium=gmb&utm_campaign=514639&utm_content=website,"Dr. Marco Aurélio Sebben, Cirurgião plástico",55,True,True,https://www.facebook.com/doctoralia.br/,https://www.instagram.com/doctoralia_br/,
"R. Cruz Machado, 415",,Estúdio de pilates, (42) 99975-7602 · ,,Central Core Pilates e Estética,56,,,,,
"R. Profa. Amazília, 710","5,0",Laboratório médico, (42) 3523-6353 · ,http://laboratoriogalileu.com.br/,Laboratório de Análises Clínicas Galileu,57,False,True,,,
"Rua Desembargador, R. Costa Carvalho, 344","4,2",Veterinário, (42) 3522-8296 · ,https://www.facebook.com/saudeanimalclinicavet,Saúde Animal - Clínica Veterinária e Pet Shop,59,True,True,https://web.facebook.com/saudeanimalclinicavet/services,,
"R. Barão do Rio Branco, 101",,Dentista, (42) 3523-3237 · ,,"Pogogelski, Sandro M",60,,,,,
"R. Dom Pedro II, 700","2,5",Serviço de assistência médica domiciliar, (42) 3522-8469 · ,http://uniaohomecare.com.br/,União Home Care,61,False,False,,,
"R. Paraná, 477","5,0",Faculdade de Odontologia, (42) 3524-4047 · ,https://institutobrocker.com.br/,Instituto Brocker de Odontologia,63,True,True,https://www.facebook.com/institutobrockerdeodontologia,https://www.instagram.com/institutobrocker/,
"R. Santos Dumont, 339","4,0",Médico, (42) 3521-7400 · ,http://www.inmedi.com.br/,Inmedi,65,,,,,True
"R. Paraná, 96","5,0",Dentista, (42) 3522-9970 · ,,Luiz Fernando Ribas,66,,,,,
"R. Prof. Cleto, 537","5,0",Serviço veterinário de emergência, (42) 3522-8883 · ,,Animalles Clínica Veterinária,67,,,,,
"R. Sete de Setembro, 674","5,0",, (42) 3523-4979 · ,,Estética Princess,69,,,,,
"R. Paraná, 353","5,0",Dentista, (42) 3523-2030 · ,https://www.facebook.com/pages/Dr-Leonel-Mierzva-J%C3%BAnior-Odontologia/369244716541473,Dr. Leonel Mierzva Júnior Odontologia Especializada,71,True,True,https://web.facebook.com/help/cookies?ref_type=sitefooter,,
"Rua Ranulfo Silva Lell, 112","5,0",Ortodontista, (42) 3524-2140 · ,,Consultório Odontológico Dr. Francisco Wilmar Simm,72,,,,,
"Av. Getúlio Vargas, 186 - 22","4,0",Radiologia odontológica, (42) 3522-7306 · ,,UNIMAGEM,73,,,,,
"R. Ipiranga, 119","4,6",, (42) 3522-0713 · ,http://www.labbioclin.com.br/,BIOCLIN ANÁLISES CLÍNICAS,74,,,,,True
"R. Padre Saporiti, 502","4,2",Hospital Veterinário, (42) 3522-6192 · ,http://www.uniguacu.edu.br/,Clínica Veterinária Escola Uniguaçu,75,True,True,https://www.facebook.com/uniguacu,https://www.instagram.com/uniguacu,
"Av. Paula Freitas, 1660","2,0",Salão de Beleza, (42) 3524-2330 · ,,Salão Eliza,77,,,,,
"R. Barão do Rio Branco, 155","4,5",Massoterapeuta, (42) 3522-4755 · ,,Massoterapia Raízes,79,,,,,
"R. Cidadão José Lona, 519","4,0",Dentista, (42) 3523-3237 · ,,Celli & Turella Odonto Clínica,80,,,,,
"R. Cruz Machado, 615","4,3",Hospital Geral, (42) 3521-5050 · ,http://www.uniaodavitoria.pr.gov.br/,Hospital APMI,81,True,True,https://www.facebook.com/ProjetoParalimpicoUvaPr/,,
"R. Mal. Deodoro, 1228","5,0",, (42) 3522-4888 · ,,Due Cabelo E Corpo,82,,,,,
"Av. Bento Munhoz da Rocha Neto, 3856","4,6",Universidade, (42) 3522-1837 · ,http://www.uniuv.edu.br/,Centro Universitário de União da Vitória - UNIUV,83,False,True,https://www.facebook.com/UNIUV/?fref=ts,,
"R. Barão do Cerro Azul, 518","5,0",Butique, (42) 3523-3843 · ,,Boutique para Cães e Gatos,84,,,,,
"R. Prudente de Morais, 80","4,2",Médico, (42) 3522-4270 · ,,James Yared,85,,,,,
"R. Frei Rogerio, 422","4,7",Veterinário, (42) 3522-2922 · ,http://www.vetvale.vet.br/,VETVALE - Clínica Veterinária,86,False,False,,,
"R. Valentin Varacoski, 161","4,6",Escola técnica, (42) 3524-1500 · ,https://www.pr.senac.br/principal/index.asp,Senac - União da Vitória,87,True,True,https://www.facebook.com/senacparana,https://www.instagram.com/senacparana/ ,
"Av. Interventor Manoel Ribas, 439","4,5",Loja de Roupa, (42) 3524-4993 · ,http://www.lojaodokeima.com.br/,Lojão do Keima,88,False,True,,,
