address,details,fone,link,name,has_instagram,has_facebook,facebook_link,instagram_link,link_problem,instagram_bio_text,instagram_bio_link,instagram_username,instagram_link_problem,about_content,facebook_page_user,facebook_link_problem,ads_page_problem,library_ads_url,active_ads,created_in,instagram_page_name,instagram_posts,instagram_followers,instagram_following,facebook_page_name,facebook_likes,facebook_followers,check-ins
"Av. Manoel Ribas, 5406",Imobiliária,(41) 3014-1133,http://www.casteval.com.br/,Imobiliária Casteval,False,False,,,,,,,,,,,,,,,,,,,,,,
"Av. São José, 618 - Cj604",Imobiliária,(41) 99678-6441,http://www.41imoveis.com.br/,41 Imóveis - Imobiliária em Curitiba,,,,,True,,,,,,,,,,,,,,,,,,,
"Av. Ver. Toaldo Túlio, 4331",Imobiliária,(41) 3273-6323,http://www.novaorleansimoveis.com.br/,Nova Orleans Empreendimentos Imobiliários,False,True,,,,,,,,,,,,,,,,,,,,,,
"Rua Anne Frank, 2132",Imobiliária,(41) 3122-0404,/aclk?sa=l&ai=DChcSEwjo77bS--3pAhXJB5EKHewjCtcYABABGgJjZQ&sig=AOD64_2MeTeko7DNHtqZzb-tqCV1FIaAVQ&adurl&q&ctype=99,Innova Imobiliária,,,,,True,,,,,,,,,,,,,,,,,,,
"R. Prof. Pedro Viriato Parigot de Souza, 3901",Imobiliária,(41) 99511-4221,http://www.mrv.com.br/,MRV,True,True,https://www.facebook.com/mrv.responde,https://www.instagram.com/mrv/,,Há 40 anos construímos #sonhosquetransformam o mundo! 🏠Quer ver seu apê aqui no nosso feed? Poste uma foto com a hashtag #MRVdecora!📸,https://l.instagram.com/?u=http%3A%2F%2Fmrv.vc%2Finstabio&e=ATMk4k3Wz9BR9FpCOz2NUUVPXgZV-E9dSmTdxsH8i4G80qCgBRUDYmGGV7Zmaavstwa2fKb57TG6brJB&s=1,mrv,,None,,True,,,,,MRV,1546,438000,145,,,,
"Av. Sete de Setembro, 6111",Imobiliária,(41) 3077-7889,http://www.lr7imoveis.com.br/,L7 Imoveis - O imóvel que você procura está aqui!,,,,,True,,,,,,,,,,,,,,,,,,,
"R. Nunes Machado, 1129",Imobiliária,(41) 3213-5758,http://www.imobiliarianoruega.com/,Imobiliária Noruega,True,True,https://www.facebook.com/imobiliarianoruega/,https://www.instagram.com/imobiliarianoruega/,,"Desde 1992, somando a cada ano mais competência e credibilidade no mercado imobiliário.☎️ (41) 3213-5758📲 (41)92000-0929#noruegacuritiba",https://l.instagram.com/?u=http%3A%2F%2Fwww.imobiliarianoruega.com.br%2F&e=ATOPXzFbqnIhMgLZK6WOig304EVXl_Kdi0_P5M-lSYkzLhK7G1_2NmymiDSg-QxOyzk22EVcsGAtbuaE&s=1,imobiliarianoruega,,"<div class=""_4-u2 _u9q _3xaf _4-u8""><div class=""_4-u3 _5dwa _5dwb _g3i""><span class=""_38my"">About<span class=""_c1c""></span></span><span class=""_5dw8""><a class=""_5u7u"" href=""/imobiliarianoruega/about/"">See All</a></span><div class=""_3s3-""></div></div><div><div class=""_5bl1 _4nq9""><a ajaxify=""/places/map/?id=1294553670645725&amp;zoom=15"" href=""#"" rel=""dialog"" role=""button""><div aria-label=""Map attachment"" class=""_4j7v _5bld""><img alt="""" class=""_a3f img"" height=""98"" src=""https://external.fcfc2-1.fna.fbcdn.net/static_map.php?v=1021&amp;osm_provider=2&amp;size=306x98&amp;zoom=15&amp;markers=-25.44691000%2C-49.27080000&amp;language=en_US"" width=""306""/><span id=""u_0_o""><div class=""uiPopover _6a _6b""><a aria-haspopup=""menu"" class=""_6vtv _64tw _p"" href=""#"" role=""button""><div class=""_6vtw""><i alt="""" aria-label=""View Map Info"" class=""img sp_vp9RsjpFGjF sx_236c1c""></i></div></a></div></span></div></a></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/vfXKA62x4Da.png""/></div><div class=""_4bl9""><div class=""_2wzd"">Rua Nunes Machado, 1129 (125.37 mi)<br/> Curitiba, Brazil 80250-000</div><div id=""u_0_p""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fshare.here.com%2Fr%2Fmylocation%2Fe-eyJuYW1lIjoiSW1vYmlsaVx1MDBlMXJpYSBOb3J1ZWdhIiwiYWRkcmVzcyI6IlJ1YSBOdW5lcyBNYWNoYWRvLCAxMTI5LCBDdXJpdGliYSwgQnJhemlsIiwibGF0aXR1ZGUiOi0yNS40NDY5MSwibG9uZ2l0dWRlIjotNDkuMjcwOCwicHJvdmlkZXJOYW1lIjoiZmFjZWJvb2siLCJwcm92aWRlcklkIjoxMjk0NTUzNjcwNjQ1NzI1fQ%3D%3D%3Flink%3Daddresses%26fb_locale%3Den_US%26ref%3Dfacebook&amp;h=AT3IpVPxMEh_irmxDCbChHgX2JEGqdssHIZvhaSAiZDeTVRdUiXgSKZY4D0Pzr8nMeOM5QOD4uoUicmoCXHSFKbYVzrB3qbaP-LEKnzppCanG7GVwumY2Tjzw2AuDQhcZN873gVur3RA6A"" rel=""noopener nofollow"" target=""_blank"">Get Directions</a></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/mYv88EsODOI.png""/></div><div class=""_4bl9""><div>(41) 3213-5758</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/SSEf0jMMMxV.png""/></div><div class=""_4bl9""><div></div><div class=""_3ln4""><a href=""#"" id=""u_0_q"" rel=""dialog"" role=""button"">Contact Imobiliária Noruega on Messenger</a></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/xVA3lB-GVep.png""/></div><div class=""_4bl9 _v0m""><div id=""u_0_r""><div id=""u_0_s""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.imobiliarianoruega.com.br%2F&amp;h=AT3FZ4h0gyQSbptj2jDpC-qz2ruyyKX1WzNHDmdLFw8259-7U1s3qLzBEi-3sSdDgZGS1qeh5JCsTicyRB-vZJfwYwu5vgwzJpvyNewRZyfOznP7p6OACYqfID_3DExhnBybVhnrFkAHcg"" rel=""noopener nofollow"" target=""_blank""><span class=""fwb""></span></a><a data-ft='{""tn"":""-U""}' data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.imobiliarianoruega.com.br%2F&amp;h=AT1DQUApBxbo_IYXoZIz65zQYVGvO6rtm4y-vPaMuW3Xp8f7SwhQ2EZvi0bAV_do_QKuD2lnp1shn-O5zk1D6FE4NhZDutf_fTT8XSNGDGlWF4gsFyW6kp44kY3wLR-_5KtmvLP6CKfqS7C1"" rel=""noopener nofollow"" target=""_blank"">www.imobiliarianoruega.com.br</a></div></div></div></div></div></div><div><div class=""clearfix _ikh""><div class=""_4bl7""><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/LwDWwC1d0Rx.png""/></div><div class=""_4bl9""><div><a href=""/search/?bqf=str%2FReal%2BEstate%2BService%2Fkeywords_pages&amp;ref=page_about_category&amp;f=AbrbikYvomzjEm95OA1HwkNfzxaFvGWteGNwn_R1JbgZP-ZMR66ndMlHd1_CzwYDeUruv4JynqLO6-YtTjtEzSIZX_BzC6kBVfcgurg6O97NQbmFTdUp-f7Ehpu53OBVqLU"">Real Estate Service</a> · <a href=""/search/?bqf=str%2FCommercial%2BReal%2BEstate%2BAgency%2Fkeywords_pages&amp;ref=page_about_category&amp;f=Aboo4EOOJLImEUwMOdpvCsQyECwh6gyhytBd77piA1LIBCb5ZM5ZWBYk1rhTZ6JPR2ezOZtpEWd_TlyimfcAqbO9UWoJMc0Oao3J0J1xAm4wWyQP6et9H1lxZ0HK7SI0ss8"">Commercial Real Estate Agency</a> · <a href=""/search/?bqf=str%2FReal%2BEstate%2BCompany%2Fkeywords_pages&amp;ref=page_about_category&amp;f=Abp1DJ-BIf8emwWdRSXg7c9G8i0XUBjidikioQVrZRYylc-3bqrn-Gi8_OWSqalvCgdc04H0A7aZ6-cJdEsP8_7kNAvP_IL2C48IPnpP02GI0qxW1HpVf-wcLmoHP2d0DTs"">Real Estate Company</a></div></div></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/kxxqUHJ9GPN.png""/></div><div class=""_4bl9""><a href=""/imobiliarianoruega/about/""><div>Impressum</div></a></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/5S4XsEXBmrG.png""/></div><div class=""_4bl9""><div>Opens tomorrow</div><div><span class=""_14-5"">Closed Now</span></div></div></div></div></div>",@imobiliarianoruega,,,https://pt-br.facebook.com/ads/library/?active_status=all&ad_type=all&country=BR&impression_search_field=has_impressions_lifetime&view_all_page_id=1294553670645725&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped,0,2018-03-22 00:00:00,Imobiliária Noruega,120,1555,415,Imobiliária Noruega,679,713,38
"R. Pastor Antônio Pólito, 1237 - loja 06",Imobiliária,(41) 3030-2589,http://www.zr1imoveis.com.br/sobre,ZR1 imóveis,True,True,,,,,,,,,,,,,,,,,,,,,,
"R. Olavo Bilac, 680",Imobiliária,(41) 3016-1514,http://www.confronto.com.br/,Confronto Imóveis - Curitiba,False,True,http://www.facebook.com/imobiliariaconfronto,,,,,,,None,,True,,,,,,,,,,,,
"R. Francisco Derosso, 3241 - Loja 01",Imobiliária,(41) 3079-3039,http://www.alpesbrasil.com.br/,Imobiliária Alpes,,,,,True,,,,,,,,,,,,,,,,,,,
"R. Cap. Souza Franco, 833",Imobiliária,(41) 99508-7030,https://www.next.curitiba.br/fale-conosco,Next imóveis,True,True,https://www.facebook.com/next.curitiba.br/,https://www.instagram.com/nextimoveiscuritiba/,,▫️▫️▫️COMPRA▫️VENDA▫️LOCAÇÃO▫️▫️▫️☎️(41)995087030 ☎️(41)995891117,https://l.instagram.com/?u=http%3A%2F%2Fwww.next.curitiba.br%2F&e=ATMDU5O51_cLB7Bc8Ln7niH96c0uOPnhTBqX33y2y5QXIRHeo7QEHpF2_MBoJF98-m346LiRuxuG-Z9P&s=1,nextimoveiscuritiba,,"<div class=""_4-u2 _u9q _3xaf _4-u8""><div class=""_4-u3 _5dwa _5dwb _g3i""><span class=""_38my"">About<span class=""_c1c""></span></span><span class=""_5dw8""><a class=""_5u7u"" href=""/next.curitiba.br/about/"">See All</a></span><div class=""_3s3-""></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/mYv88EsODOI.png""/></div><div class=""_4bl9""><div>(41) 99508-7030</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/SSEf0jMMMxV.png""/></div><div class=""_4bl9""><div></div><div class=""_3ln4""><a href=""#"" id=""u_0_o"" rel=""dialog"" role=""button"">Contact NEXT Imóveis on Messenger</a></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/xVA3lB-GVep.png""/></div><div class=""_4bl9 _v0m""><div id=""u_0_p""><div id=""u_0_q""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.next.curitiba.br%2F&amp;h=AT0LEPdhfiaurhAUwGGxdzT3IyF0axaZ0_DH3ndT88mtQsVV1AfWgmD_3zb2bJ7b7JpYpFIIABt1OdCGZFHkV-6XM8OKd0hmG-yb4yV3lBUw_eU9giM0T48AVvk1_XapEfnSAG1Xo39zhg"" rel=""noopener nofollow"" target=""_blank""><span class=""fwb""></span></a><a data-ft='{""tn"":""-U""}' data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.next.curitiba.br%2F&amp;h=AT1SKnoeGlEbquX03LOBrEBRBeELQlo8pH3DPKPLpu9z8N7CovRX0jCHoiSv4A7rojeKg-ZBh8gG43F6JwhjSmtdTwy7R1ZbO8ej77L7JPCS0jqgkxidCnCsh3KOJ7NQAzEHG4oC-oZV3cz_"" rel=""noopener nofollow"" target=""_blank"">www.next.curitiba.br</a></div></div></div></div></div></div><div><div class=""clearfix _ikh""><div class=""_4bl7""><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/LwDWwC1d0Rx.png""/></div><div class=""_4bl9""><div><a href=""/search/?bqf=str%2FCommercial%2BReal%2BEstate%2BAgency%2Fkeywords_pages&amp;ref=page_about_category&amp;f=AbrkZr0qPhXUMiVTPgNlqQZ2guNlBxIICDGhX4K4ryLdQfO5WLY5z1IJGH5uEVxLtJr-aSMGI-WD7znkBH_tLzdwuILr2gbGSZB1b7TMdSSoSeXsFVbOoPYZdBx0087dUi8"">Commercial Real Estate Agency</a></div></div></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/5S4XsEXBmrG.png""/></div><div class=""_4bl9""><div>Opens tomorrow</div><div><span class=""_14-5"">Closed Now</span></div></div></div></div></div>",@next.curitiba.br,,True,https://pt-br.facebook.com/ads/library/?active_status=all&ad_type=all&country=BR&impression_search_field=has_impressions_lifetime&view_all_page_id=913487332374015&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped,0,2018-05-11 00:00:00,NEXT IMOVEIS    Creci J 06734,42,168,188,NEXT Imóveis,258,265,10
"R. Cap. Leônidas Marques, 169",Imobiliária,(41) 3078-0304,http://www.multiplosimoveis.com.br/,Múltiplos imóveis em Curitiba PR,True,True,https://www.facebook.com/MultiplosImoveis/,https://www.instagram.com/multiplos_imoveis/?hl=pt-br,,"Seu sonho começa aqui, muitas opções uma Grande escolha! -041 3078-0304 CENTRAL PLANTÃO - 999-319-753 ou 999-378-162",https://l.instagram.com/?u=http%3A%2F%2Fwww.multiplosimoveis.com.br%2F&e=ATNVX8gdPGB7LjXopmV0r2f-pK5f7Df_gZBE4h7D0KFgxch5FQEuzsr0EEy0GF_EvT1iRtJOdEhGo_Xm&s=1,multiplos_imoveis,,"<div class=""_4-u2 _u9q _3xaf _4-u8""><div class=""_4-u3 _5dwa _5dwb _g3i""><span class=""_38my"">About<span class=""_c1c""></span></span><span class=""_5dw8""><a class=""_5u7u"" href=""/MultiplosImoveis/about/"">See All</a></span><div class=""_3s3-""></div></div><div><div class=""_5bl1 _4nq9""><a ajaxify=""/places/map/?id=333986660002847&amp;zoom=15"" href=""#"" rel=""dialog"" role=""button""><div aria-label=""Map attachment"" class=""_4j7v _5bld""><img alt="""" class=""_a3f img"" height=""98"" src=""https://external.fcfc2-1.fna.fbcdn.net/static_map.php?v=1021&amp;osm_provider=2&amp;size=306x98&amp;zoom=15&amp;markers=-25.46823542%2C-49.22053935&amp;language=en_US"" width=""306""/><span id=""u_0_o""><div class=""uiPopover _6a _6b""><a aria-haspopup=""menu"" class=""_6vtv _64tw _p"" href=""#"" role=""button""><div class=""_6vtw""><i alt="""" aria-label=""View Map Info"" class=""img sp_vp9RsjpFGjF sx_236c1c""></i></div></a></div></span></div></a></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/y5/r/vfXKA62x4Da.png""/></div><div class=""_4bl9""><div class=""_2wzd"">Rua Capitão Leônidas Marques, 169 (127.57 mi)<br/> Curitiba, Brazil 81.540-470</div><div id=""u_0_p""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fshare.here.com%2Fr%2Fmylocation%2Fe-eyJuYW1lIjoiTVx1MDBmYWx0aXBsb3MgSW1cdTAwZjN2ZWlzIiwiYWRkcmVzcyI6IlJ1YSBDYXBpdFx1MDBlM28gTGVcdTAwZjRuaWRhcyBNYXJxdWVzLCAxNjksIEN1cml0aWJhLCBCcmF6aWwiLCJsYXRpdHVkZSI6LTI1LjQ2ODIzNTQxNTQwOCwibG9uZ2l0dWRlIjotNDkuMjIwNTM5MzUzMDQyLCJwcm92aWRlck5hbWUiOiJmYWNlYm9vayIsInByb3ZpZGVySWQiOjMzMzk4NjY2MDAwMjg0N30%3D%3Flink%3Daddresses%26fb_locale%3Den_US%26ref%3Dfacebook&amp;h=AT3cOzmhyOyJr1C3XAtMcTVU1CN9PeDrFJvTz_obt0rxxefpop34O2_umA3J-tM-WDBN3QxCXK-ZhA86terOwLgoKpsZ5VA2IXxfROTbKtsHbFBN_hHIyvRUQ2wTKhLbqhwzxRXbTwtnBQ"" rel=""noopener nofollow"" target=""_blank"">Get Directions</a></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/mYv88EsODOI.png""/></div><div class=""_4bl9""><div>(41) 3078-0304</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/xVA3lB-GVep.png""/></div><div class=""_4bl9 _v0m""><div id=""u_0_q""><div id=""u_0_r""><div><a data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fmultiplosimoveis.com.br%2F&amp;h=AT2v7B2M-0N1d-8IeScZF2wQrzZZampktqxARhbMTIxnX07gv8ul7mQZ9JOFJe2Tt0tEQYPgcWxTUcQlAF6fKZ1KesVFGW2Seknu6Jku2QpXLKkFeqVWgF2e3SMT709qHU_ucVHV87beDQ"" rel=""noopener nofollow"" target=""_blank""><span class=""fwb""></span></a><a data-ft='{""tn"":""-U""}' data-lynx-mode=""asynclazy"" href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fmultiplosimoveis.com.br%2F&amp;h=AT2DYbxA4OJ7mrH0OKo4SwmSLtpzby9r3seK6p5ZxGyMIemPE2FbgIqcZHWoylkT_ETm0tDPE1etjx9kH0MZPdGB_A8ZwRiaZnl97LEfD6I9f-J7b-Qrv_5aWrvoZOMGr6ujdiOhE13b939a"" rel=""noopener nofollow"" target=""_blank"">multiplosimoveis.com.br</a></div></div></div></div></div></div><div><div class=""clearfix _ikh""><div class=""_4bl7""><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/LwDWwC1d0Rx.png""/></div><div class=""_4bl9""><div><a href=""/search/?bqf=str%2FReal%2BEstate%2BAgent%2Fkeywords_pages&amp;ref=page_about_category&amp;f=AbpxFhgW8NwngcmiwvDiirv2EUyEjxzcARxQhXyGEE5pj0u1-T4GriNiRlnfkOzHJkIyjm985W63LcFDy-w_h69yIB5eCvGNjp5EFJ3uPLUlh7CYAa0ElezEHWAelVxSnqk"">Real Estate Agent</a> · <a href=""/search/?bqf=str%2FReal%2BEstate%2BCompany%2Fkeywords_pages&amp;ref=page_about_category&amp;f=Abp9qyoz_uH0j17Gtm9vx18hM_MCoiJFfVgpBdXHic6t-OncFVeblqS2cMfNE9M3a0PacRaude-eYtK0gTn4jM1z3tPWB3mQXKofgOoOpBh1KS3CIqO7Qu2RI2PyEdqihto"">Real Estate Company</a></div></div></div></div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/4h6_6JNubl-.png""/></div><div class=""_4bl9""><div>Price Range $$</div></div></div></div><div class=""_2pi9 _2pi2""><div class=""clearfix _ikh""><div class=""_4bl7""><img alt=""Highlights info row image"" class=""_3-91 _1579 img"" src=""https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/5S4XsEXBmrG.png""/></div><div class=""_4bl9""><div>Opens tomorrow</div><div><span class=""_14-5"">Closed Now</span></div></div></div></div></div>",@MultiplosImoveis,,,https://pt-br.facebook.com/ads/library/?active_status=all&ad_type=all&country=BR&impression_search_field=has_impressions_lifetime&view_all_page_id=333986660002847&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped,0,2012-05-20 00:00:00,MÚLTIPLOS IMÓVEIS,82,243,786,Múltiplos Imóveis,678,668,141
"Rua Bernardo Jacintho da Veiga, 96",Imobiliária,(41) 3328-0108,http://imobiliariafm.com.br/,Imobiliaria F&M,,,,,True,,,,,,,,,,,,,,,,,,,
